Code,Name,GeographicLevel,CityClass,IncomeClassification,UrbanRural,Population
071203005,Candabong,Bgy,,,R,2193
071203006,Casica,Bgy,,,R,464
071203007,Katipunan,Bgy,,,R,467
071203008,Linawan,Bgy,,,R,918
071203009,Lundag,Bgy,,,R,980
071203010,Poblacion,Bgy,,,U,1312
071203011,Santa Cruz,Bgy,,,R,1073
071203012,Suba,Bgy,,,R,1102
071203013,Talisay,Bgy,,,R,936
071203014,Tanod,Bgy,,,R,421
071203015,Tawid,Bgy,,,R,789
071203016,Virgen,Bgy,,,R,1512
071204000,ANTEQUERA,Mun,,4th,,14425
071204001,Angilan,Bgy,,,R,947
071204002,Bantolinao,Bgy,,,R,1274
071204003,Bicahan,Bgy,,,R,766
071204004,Bitaugan,Bgy,,,R,622
071204005,Bungahan,Bgy,,,R,832
071204007,Canlaas,Bgy,,,R,650
071204008,Cansibuan,Bgy,,,R,569
071204009,Can-omay,Bgy,,,R,543
071204010,Celing,Bgy,,,R,684
071204011,Danao,Bgy,,,R,473
071204012,Danicop,Bgy,,,R,659
071204013,Mag-aso,Bgy,,,R,407
071204014,Poblacion,Bgy,,,R,1404
071204015,Quinapon-an,Bgy,,,R,283
071204016,Santo Rosario,Bgy,,,R,528
071204017,Tabuan,Bgy,,,R,579
071204018,Tagubaas,Bgy,,,R,456
071204019,Tupas,Bgy,,,R,850
071204020,Ubojan,Bgy,,,R,450
071204021,Viga,Bgy,,,R,586
071204022,Villa Aurora (Canoc-oc),Bgy,,,R,863
071205000,BACLAYON,Mun,,4th,,20591
071205001,Cambanac,Bgy,,,R,407
071205002,Dasitam,Bgy,,,R,752
071205003,Buenaventura,Bgy,,,R,395
071205004,Guiwanon,Bgy,,,R,1474
071205005,Landican,Bgy,,,R,869
071205006,Laya,Bgy,,,U,1068
071205007,Libertad,Bgy,,,R,1315
071205008,Montana,Bgy,,,R,1719
071205009,Pamilacan,Bgy,,,R,1418
071205010,Payahan,Bgy,,,R,920
071205011,Poblacion,Bgy,,,R,2009
071205012,San Isidro,Bgy,,,R,919
071205013,San Roque,Bgy,,,U,1478
071205014,San Vicente,Bgy,,,R,1249
071205015,Santa Cruz,Bgy,,,R,1913
071205016,Taguihon,Bgy,,,R,1877
071205017,Tanday,Bgy,,,R,809
071206000,BALILIHAN,Mun,,4th,,17903
071206001,Baucan Norte,Bgy,,,R,666
071206002,Baucan Sur,Bgy,,,R,799
071206003,Boctol,Bgy,,,R,1322
071206004,Boyog Norte,Bgy,,,R,227
071206005,Boyog Proper,Bgy,,,R,281
071206006,Boyog Sur,Bgy,,,R,348
071206007,Cabad,Bgy,,,R,677
071206008,Candasig,Bgy,,,R,609
071206009,Cantalid,Bgy,,,R,400
071206010,Cantomimbo,Bgy,,,R,539
071206011,Cogon,Bgy,,,R,774
071206012,Datag Norte,Bgy,,,R,604
071206013,Datag Sur,Bgy,,,R,498
071206014,Del Carmen Este (Pob.),Bgy,,,R,669
071206015,Del Carmen Norte (Pob.),Bgy,,,R,746
071206016,Del Carmen Weste (Pob.),Bgy,,,R,827
071206017,Del Carmen Sur (Pob.),Bgy,,,R,615
071206018,Del Rosario,Bgy,,,R,230
071206019,Dorol,Bgy,,,R,746
071206020,Haguilanan Grande,Bgy,,,R,686
071206021,Hanopol Este,Bgy,,,R,345
071206022,Hanopol Norte,Bgy,,,R,384
071206023,Hanopol Weste,Bgy,,,R,245
071206024,Magsija,Bgy,,,R,611
071206025,Maslog,Bgy,,,R,524
071206026,Sagasa,Bgy,,,R,613
071206027,Sal-ing,Bgy,,,R,672
071206028,San Isidro,Bgy,,,R,455
071206029,San Roque,Bgy,,,R,546
071206030,Santo Niño,Bgy,,,R,532
071206031,Tagustusan,Bgy,,,R,713
071207000,BATUAN,Mun,,5th,,12767
071207001,Aloja,Bgy,,,R,424
071207002,Cabacnitan,Bgy,,,R,701
071207003,Cambacay,Bgy,,,R,673
071207004,Cantigdas,Bgy,,,R,786
071207005,Garcia,Bgy,,,R,476
071207006,Janlud,Bgy,,,R,780
071207008,Poblacion Norte,Bgy,,,R,1988
071207009,Poblacion Sur,Bgy,,,R,1313
071207010,Poblacion Vieja (Longsudaan),Bgy,,,R,899
071207011,Quezon,Bgy,,,R,609
071207012,Quirino,Bgy,,,R,480
071207013,Rizal,Bgy,,,R,1295
071207014,Rosariohan,Bgy,,,R,929
071207016,Behind The Clouds (San Jose),Bgy,,,R,234
071207017,Santa Cruz,Bgy,,,R,1180
071208000,BILAR,Mun,,4th,,17590
071208001,Bonifacio,Bgy,,,R,260
071208002,Bugang Norte,Bgy,,,R,632
071208003,Bugang Sur,Bgy,,,R,918
071208004,Cabacnitan (Magsaysay),Bgy,,,R,775
071208005,Cambigsi,Bgy,,,R,618
071208006,Campagao,Bgy,,,R,1339
071208007,Cansumbol,Bgy,,,R,1189
071208008,Dagohoy,Bgy,,,R,764
071208009,Owac,Bgy,,,R,973
071208010,Poblacion,Bgy,,,R,1588
071208011,Quezon,Bgy,,,R,618
071208012,Riverside,Bgy,,,R,1012
071208013,Rizal,Bgy,,,R,425
071208014,Roxas,Bgy,,,R,1159
071208015,Subayon,Bgy,,,R,1303
071208016,Villa Aurora,Bgy,,,R,737
071208017,Villa Suerte,Bgy,,,R,232
071208018,Yanaya,Bgy,,,R,1288
071208019,Zamora,Bgy,,,R,1760
071209000,BUENAVISTA,Mun,,4th,,27261
071209001,Anonang,Bgy,,,R,280
071209002,Asinan,Bgy,,,R,733
071209003,Bago,Bgy,,,R,557
071209004,Baluarte,Bgy,,,R,376
071209005,Bantuan,Bgy,,,R,632
071209006,Bato,Bgy,,,R,664
071209007,Bonotbonot,Bgy,,,R,779
071209008,Bugaong,Bgy,,,R,449
071209011,Cambuhat,Bgy,,,R,1125
071209012,Cambus-oc,Bgy,,,R,718
071209013,Cangawa,Bgy,,,R,1160
071209014,Cantomugcad,Bgy,,,R,293
071209015,Cantores,Bgy,,,R,624
071209016,Cantuba,Bgy,,,R,993
071209017,Catigbian,Bgy,,,R,688
071209018,Cawag,Bgy,,,R,623
071209019,Cruz,Bgy,,,R,893
071209020,Dait,Bgy,,,R,981
071209021,Eastern Cabul-an,Bgy,,,R,2100
071209022,Hunan,Bgy,,,R,816
071209025,Lapacan Norte,Bgy,,,R,388
071209026,Lapacan Sur,Bgy,,,R,530
071209028,Lubang,Bgy,,,R,1044
071209029,Lusong (Plateau),Bgy,,,R,794
071209030,Magkaya,Bgy,,,R,701
071209031,Merryland,Bgy,,,R,262
071209032,Nueva Granada,Bgy,,,R,694
071209033,Nueva Montana,Bgy,,,R,653
071209034,Overland,Bgy,,,R,894
071209035,Panghagban,Bgy,,,R,1077
071209036,Poblacion,Bgy,,,R,923
071209037,Puting Bato,Bgy,,,R,540
071209038,Rufo Hill,Bgy,,,R,786
071209039,Sweetland,Bgy,,,R,725
071209040,Western Cabul-an,Bgy,,,R,1766
071210000,CALAPE,Mun,,3rd,,30863
071210001,Abucayan Norte,Bgy,,,R,1402
071210002,Abucayan Sur,Bgy,,,R,912
071210003,Banlasan,Bgy,,,R,736
071210004,Bentig,Bgy,,,R,1949
071210005,Binogawan,Bgy,,,R,428
071210006,Bonbon,Bgy,,,R,1296
071210007,Cabayugan,Bgy,,,R,920
071210008,Cabudburan,Bgy,,,R,507
071210009,Calunasan,Bgy,,,R,718
071210010,Camias,Bgy,,,R,468
071210011,Canguha,Bgy,,,R,300
071210012,Catmonan,Bgy,,,R,1354
071210013,Desamparados (Pob.),Bgy,,,R,786
071210014,Kahayag,Bgy,,,R,530
071210015,Kinabag-an,Bgy,,,R,639
071210016,Labuon,Bgy,,,R,542
071210017,Lawis,Bgy,,,R,635
071210018,Liboron,Bgy,,,U,1453
071210019,Lo-oc,Bgy,,,R,458
071210020,Lomboy,Bgy,,,R,488
071210021,Lucob,Bgy,,,R,1431
071210022,Madangog,Bgy,,,R,724
071210023,Magtongtong,Bgy,,,R,639
071210024,Mandaug,Bgy,,,R,1358
071210025,Mantatao,Bgy,,,R,849
071210027,Sampoangon,Bgy,,,R,407
071210028,San Isidro,Bgy,,,R,2195
071210029,Santa Cruz (Pob.),Bgy,,,R,2590
071210030,Sojoton,Bgy,,,R,491
071210031,Talisay,Bgy,,,R,470
071210032,Tinibgan,Bgy,,,R,685
071210033,Tultugan,Bgy,,,R,900
071210034,Ulbujan,Bgy,,,R,1603
071211000,CANDIJAY,Mun,,4th,,29475
071211001,Abihilan,Bgy,,,R,1603
071211002,Anoling,Bgy,,,R,1113
071211003,Boyo-an,Bgy,,,R,1610
071211004,Cadapdapan,Bgy,,,R,1273
071211005,Cambane,Bgy,,,R,416
071211006,Can-olin,Bgy,,,R,2155
071211007,Canawa,Bgy,,,R,1370
071211008,Cogtong,Bgy,,,R,2605
071211009,La Union,Bgy,,,R,1449
071211010,Luan,Bgy,,,R,731
071211011,Lungsoda-an,Bgy,,,R,1499
071211012,Mahangin,Bgy,,,R,891
071211013,Pagahat,Bgy,,,R,430
071211014,Panadtaran,Bgy,,,R,940
071211015,Panas,Bgy,,,R,1675
071211016,Poblacion,Bgy,,,R,3421
071211017,San Isidro,Bgy,,,R,1124
071211018,Tambongan,Bgy,,,R,1542
071211019,Tawid,Bgy,,,R,1090
071211021,Tugas,Bgy,,,R,1650
071211022,Tubod (Tres Rosas),Bgy,,,R,888
071212000,CARMEN,Mun,,1st,,46306
071212001,Alegria,Bgy,,,R,1253
071212002,Bicao,Bgy,,,R,2546
071212003,Buenavista,Bgy,,,R,2605
071212004,Buenos Aires,Bgy,,,R,1407
071212005,Calatrava,Bgy,,,R,1974
071212006,El Progreso,Bgy,,,R,890
071212007,El Salvador,Bgy,,,R,566
071212008,Guadalupe,Bgy,,,R,2080
071212009,Katipunan,Bgy,,,R,3027
071212010,La Libertad,Bgy,,,R,804
071212011,La Paz,Bgy,,,R,1480
071212012,La Salvacion,Bgy,,,R,1053
071212013,La Victoria,Bgy,,,R,1202
071212014,Matin-ao,Bgy,,,R,882
071212015,Montehermoso,Bgy,,,R,874
071212016,Montesuerte,Bgy,,,R,2670
071212017,Montesunting,Bgy,,,R,915
071212018,Montevideo,Bgy,,,R,1295
071212019,Nueva Fuerza,Bgy,,,R,2433
071212020,Nueva Vida Este,Bgy,,,R,884
071212021,Nueva Vida Sur,Bgy,,,R,909
071212022,Nueva Vida Norte,Bgy,,,R,967
071212023,Poblacion Norte,Bgy,,,R,3224
071212024,Poblacion Sur,Bgy,,,U,3279
071212025,Tambo-an,Bgy,,,R,1301
071212026,Vallehermoso,Bgy,,,R,1761
071212027,Villaflor,Bgy,,,R,904
071212028,Villafuerte,Bgy,,,R,1231
071212029,Villarcayo,Bgy,,,R,1890
071213000,CATIGBIAN,Mun,,4th,,22675
071213001,Alegria,Bgy,,,R,1248
071213002,Ambuan,Bgy,,,R,1150
071213003,Baang,Bgy,,,R,1442
071213004,Bagtic,Bgy,,,R,1055
071213005,Bongbong,Bgy,,,R,565
071213007,Cambailan,Bgy,,,R,759
071213008,Candumayao,Bgy,,,R,1600
071213009,Kang-iras,Bgy,,,R,724
071213011,Causwagan Norte,Bgy,,,R,1763
071213013,Hagbuaya,Bgy,,,R,906
071213014,Haguilanan,Bgy,,,R,1094
071213015,Libertad Sur,Bgy,,,R,326
071213016,Liboron,Bgy,,,R,954
071213017,Mahayag Norte,Bgy,,,R,551
071213018,Mahayag Sur,Bgy,,,R,277
071213019,Maitum,Bgy,,,R,896
071213020,Mantasida,Bgy,,,R,1001
071213021,Poblacion,Bgy,,,R,1848
071213022,Rizal,Bgy,,,R,700
071213025,Sinakayanan,Bgy,,,R,913
071213026,Triple Union,Bgy,,,R,1149
071213027,Poblacion Weste,Bgy,,,R,1754
071214000,CLARIN,Mun,,5th,,20301
071214001,Bacani,Bgy,,,R,1185
071214002,Bogtongbod,Bgy,,,R,1428
071214003,Bonbon,Bgy,,,R,1427
071214004,Bontud,Bgy,,,R,497
071214005,Buacao,Bgy,,,R,644
071214006,Buangan,Bgy,,,R,824
071214007,Cabog,Bgy,,,R,839
071214008,Caboy,Bgy,,,R,569
071214009,Caluwasan,Bgy,,,R,255
071214010,Candajec,Bgy,,,R,1061
071214011,Cantoyoc,Bgy,,,R,346
071214012,Comaang,Bgy,,,R,498
071214013,Danahao,Bgy,,,R,693
071214014,Katipunan,Bgy,,,R,301
071214015,Lajog,Bgy,,,R,1262
071214016,Mataub,Bgy,,,R,632
071214017,Nahawan,Bgy,,,R,2202
071214018,Poblacion Centro,Bgy,,,R,1285
071214019,Poblacion Norte,Bgy,,,R,831
071214020,Poblacion Sur,Bgy,,,R,1246
071214021,Tangaran,Bgy,,,R,776
071214022,Tontunan,Bgy,,,R,593
071214023,Tubod,Bgy,,,R,484
071214024,Villaflor,Bgy,,,R,423
071215000,CORELLA,Mun,,5th,,8479
071215001,Anislag,Bgy,,,R,1434
071215002,Canangca-an,Bgy,,,R,952
071215003,Canapnapan,Bgy,,,R,902
071215004,Cancatac,Bgy,,,R,943
071215005,Pandol,Bgy,,,R,713
071215006,Poblacion,Bgy,,,R,1260
071215007,Sambog,Bgy,,,R,1498
071215008,Tanday,Bgy,,,R,777
071216000,CORTES,Mun,,5th,,16954
071216001,De la Paz,Bgy,,,R,2824
071216002,Fatima,Bgy,,,R,1105
071216003,Loreto,Bgy,,,R,1504
071216004,Lourdes,Bgy,,,R,1808
071216005,Malayo Norte,Bgy,,,R,1418
071216006,Malayo Sur,Bgy,,,R,658
071216007,Monserrat,Bgy,,,R,471
071216008,New Lourdes,Bgy,,,R,977
071216009,Patrocinio,Bgy,,,R,741
071216010,Poblacion,Bgy,,,R,1367
071216011,Rosario,Bgy,,,R,734
071216012,Salvador,Bgy,,,R,1208
071216013,San Roque,Bgy,,,R,1091
071216014,Upper de la Paz,Bgy,,,R,1048
071217000,DAGOHOY,Mun,,5th,,19158
071217001,Babag,Bgy,,,R,1278
071217002,Can-oling,Bgy,,,R,985
071217003,Candelaria,Bgy,,,R,1057
071217004,Estaca,Bgy,,,R,537
071217005,Cagawasan,Bgy,,,R,948
071217006,Cagawitan,Bgy,,,R,665
071217007,Caluasan,Bgy,,,R,1892
071217008,La Esperanza,Bgy,,,R,997
071217009,Mahayag,Bgy,,,R,987
071217010,Malitbog,Bgy,,,R,1633
071217011,Poblacion,Bgy,,,R,2692
071217012,San Miguel,Bgy,,,R,2754
071217013,San Vicente,Bgy,,,R,1386
071217014,Santa Cruz,Bgy,,,R,891
071217015,Villa Aurora,Bgy,,,R,456
071218000,DANAO,Mun,,4th*,,17890
071218001,Cabatuan,Bgy,,,R,1428
071218002,Cantubod,Bgy,,,R,1061
071218003,Carbon,Bgy,,,R,384
071218004,Concepcion,Bgy,,,R,1566
071218005,Dagohoy,Bgy,,,R,659
071218006,Hibale,Bgy,,,R,843
071218007,Magtangtang,Bgy,,,R,1256
071218008,Nahud,Bgy,,,R,966
071218009,Poblacion,Bgy,,,R,3434
071218010,Remedios,Bgy,,,R,1288
071218011,San Carlos,Bgy,,,R,1170
071218012,San Miguel,Bgy,,,R,559
071218013,Santa Fe,Bgy,,,R,567
071218014,Santo Niño,Bgy,,,R,719
071218015,Tabok,Bgy,,,R,946
071218016,Taming,Bgy,,,R,932
071218017,Villa Anunciado,Bgy,,,R,112
071219000,DAUIS,Mun,,4th,,45663
071219001,Biking,Bgy,,,R,3428
071219002,Bingag,Bgy,,,U,4436
071219003,San Isidro (Canlongon),Bgy,,,R,1330
071219004,Catarman,Bgy,,,R,4749
071219005,Dao,Bgy,,,R,1514
071219006,Mayacabac,Bgy,,,R,3934
071219007,Poblacion,Bgy,,,R,3074
071219008,Songculan,Bgy,,,R,4375
071219009,Tabalong,Bgy,,,U,5375
071219010,Tinago,Bgy,,,R,2753
071219011,Totolan,Bgy,,,U,7031
071219012,Mariveles,Bgy,,,R,3664
071220000,DIMIAO,Mun,,4th,,14364
071220001,Abihid,Bgy,,,R,343
071220002,Alemania,Bgy,,,R,167
071220003,Baguhan,Bgy,,,R,334
071220004,Bakilid,Bgy,,,R,164
071220005,Balbalan,Bgy,,,R,278
071220006,Banban,Bgy,,,R,520
071220007,Bauhugan,Bgy,,,R,316
071220008,Bilisan,Bgy,,,R,164
071220009,Cabagakian,Bgy,,,R,545
071220010,Cabanbanan,Bgy,,,R,352
071220011,Cadap-agan,Bgy,,,R,469
071220012,Cambacol,Bgy,,,R,256
071220013,Cambayaon,Bgy,,,R,415
071220014,Canhayupon,Bgy,,,R,661
071220015,Canlambong,Bgy,,,R,477
071220016,Casingan,Bgy,,,R,199
071220017,Catugasan,Bgy,,,R,267
071220018,Datag,Bgy,,,R,241
071220019,Guindaguitan,Bgy,,,R,437
071220020,Guingoyuran,Bgy,,,R,514
071220021,Ile,Bgy,,,R,254
071220022,Lapsaon,Bgy,,,R,424
071220023,Limokon Ilaod,Bgy,,,R,526
071220024,Limokon Ilaya,Bgy,,,R,654
071220025,Luyo,Bgy,,,R,836
071220026,Malijao,Bgy,,,R,295
071220027,Oac,Bgy,,,R,732
071220028,Pagsa,Bgy,,,R,332
071220029,Pangihawan,Bgy,,,R,187
071220030,Sawang,Bgy,,,R,514
071220031,Puangyuta,Bgy,,,R,312
071220033,Tangohay,Bgy,,,R,671
071220036,Taongon Cabatuan,Bgy,,,R,533
071220037,Tawid Bitaog,Bgy,,,R,292
071220038,Taongon Can-andam,Bgy,,,R,683
071221000,DUERO,Mun,,4th,,17876
071221001,Alejawan,Bgy,,,R,773
071221002,Angilan,Bgy,,,R,514
071221003,Anibongan,Bgy,,,R,479
071221004,Bangwalog,Bgy,,,R,1358
071221005,Cansuhay,Bgy,,,R,789
071221006,Danao,Bgy,,,R,646
071221007,Duay,Bgy,,,R,482
071221008,Guinsularan,Bgy,,,R,1689
071221009,Itum,Bgy,,,R,1135
071221010,Langkis,Bgy,,,R,980
071221011,Lobogon,Bgy,,,R,1338
071221012,Madua Norte,Bgy,,,R,515
071221013,Madua Sur,Bgy,,,R,731
071221014,Mambool,Bgy,,,R,607
071221015,Mawi,Bgy,,,R,523
071221016,Payao,Bgy,,,R,639
071221017,San Antonio (Pob.),Bgy,,,U,1181
071221018,San Isidro,Bgy,,,R,816
071221019,San Pedro,Bgy,,,R,1467
071221020,Imelda,Bgy,,,R,603
071221021,Taytay,Bgy,,,R,611
071222000,GARCIA HERNANDEZ,Mun,,4th,,24194
071222001,Abijilan,Bgy,,,R,1411
071222002,Antipolo,Bgy,,,R,613
071222003,Basiao,Bgy,,,R,532
071222004,Cagwang,Bgy,,,R,351
071222005,Calma,Bgy,,,R,759
071222006,Cambuyo,Bgy,,,R,638
071222007,Canayaon East,Bgy,,,R,925
071222008,Canayaon West,Bgy,,,R,965
071222009,Candanas,Bgy,,,R,765
071222010,Candulao,Bgy,,,R,459
071222011,Catmon,Bgy,,,R,277
071222012,Cayam,Bgy,,,R,1410
071222013,Cupa,Bgy,,,R,218
071222014,Datag,Bgy,,,R,1268
071222015,Estaca,Bgy,,,R,203
071222016,Libertad,Bgy,,,R,436
071222017,Lungsodaan East,Bgy,,,R,1114
071222018,Lungsodaan West,Bgy,,,R,1105
071222019,Malinao,Bgy,,,R,1338
071222020,Manaba,Bgy,,,R,1723
071222021,Pasong,Bgy,,,R,1101
071222022,Poblacion East,Bgy,,,R,1370
071222023,Poblacion West,Bgy,,,R,906
071222024,Sacaon,Bgy,,,R,629
071222025,Sampong,Bgy,,,R,243
071222026,Tabuan,Bgy,,,R,1318
071222027,Togbongon,Bgy,,,R,324
071222028,Ulbujan East,Bgy,,,R,690
071222029,Ulbujan West,Bgy,,,R,831
071222030,Victoria,Bgy,,,R,272
071223000,GUINDULMAN,Mun,,4th,,32408
071223001,Basdio,Bgy,,,R,1887
071223002,Bato,Bgy,,,R,1262
071223003,Bayong,Bgy,,,R,1300
071223004,Biabas,Bgy,,,R,1314
071223005,Bulawan,Bgy,,,R,1008
071223006,Cabantian,Bgy,,,R,1549
071223007,Canhaway,Bgy,,,R,3071
071223008,Cansiwang,Bgy,,,R,851
071223009,Casbu,Bgy,,,R,960
071223010,Catungawan Sur,Bgy,,,R,2095
071223011,Catungawan Norte,Bgy,,,R,977
071223013,Guinacot,Bgy,,,R,1828
071223014,Guio-ang,Bgy,,,R,2858
071223016,Lombog,Bgy,,,R,1956
071223017,Mayuga,Bgy,,,R,2448
071223018,Sawang (Pob.),Bgy,,,R,1837
071223019,Tabajan (Pob.),Bgy,,,R,2530
071223021,Tabunok,Bgy,,,R,711
071223022,Trinidad,Bgy,,,R,1966
071224000,INABANGA,Mun,,3rd,,45880
071224001,Anonang,Bgy,,,R,748
071224002,Bahan,Bgy,,,R,651
071224003,Badiang,Bgy,,,R,1085
071224005,Baguhan,Bgy,,,R,501
071224007,Banahao,Bgy,,,R,760
071224008,Baogo,Bgy,,,R,1226
071224009,Bugang,Bgy,,,R,810
071224010,Cagawasan,Bgy,,,R,1452
071224011,Cagayan,Bgy,,,R,429
071224012,Cambitoon,Bgy,,,R,1132
071224013,Canlinte,Bgy,,,R,276
071224014,Cawayan,Bgy,,,R,969
071224015,Cogon,Bgy,,,R,820
071224016,Cuaming,Bgy,,,R,2951
071224017,Dagnawan,Bgy,,,R,630
071224018,Dagohoy,Bgy,,,R,1540
071224019,Dait Sur,Bgy,,,R,778
071224020,Datag,Bgy,,,R,661
071224021,Fatima,Bgy,,,R,861
071224022,Hambongan,Bgy,,,R,666
071224023,Ilaud (Pob.),Bgy,,,R,861
071224024,Ilaya,Bgy,,,R,414
071224025,Ilihan,Bgy,,,R,414
071224027,Lapacan Norte,Bgy,,,R,396
071224028,Lapacan Sur,Bgy,,,R,1187
071224029,Lawis,Bgy,,,R,1297
071224030,Liloan Norte,Bgy,,,R,1492
071224031,Liloan Sur,Bgy,,,R,1165
071224032,Lomboy,Bgy,,,R,591
071224033,Lonoy Cainsican,Bgy,,,R,696
071224034,Lonoy Roma,Bgy,,,R,581
071224035,Lutao,Bgy,,,R,1199
071224036,Luyo,Bgy,,,R,822
071224037,Mabuhay,Bgy,,,R,449
071224038,Maria Rosario,Bgy,,,R,764
071224039,Nabuad,Bgy,,,R,1998
071224040,Napo,Bgy,,,R,728
071224041,Ondol,Bgy,,,R,1107
071224042,Poblacion,Bgy,,,R,966
071224043,Riverside,Bgy,,,R,0
071224044,Saa,Bgy,,,R,619
071224045,San Isidro,Bgy,,,R,844
071224046,San Jose,Bgy,,,R,2116
071224047,Santo Niño,Bgy,,,R,686
071224048,Santo Rosario,Bgy,,,R,1117
071224049,Sua,Bgy,,,R,709
071224050,Tambook,Bgy,,,R,464
071224051,Tungod,Bgy,,,R,1184
071224052,U-og,Bgy,,,R,957
071224053,Ubujan,Bgy,,,R,1111
071225000,JAGNA,Mun,,3rd,,33892
071225001,Alejawan,Bgy,,,R,817
071225002,Balili,Bgy,,,R,1233
071225003,Boctol,Bgy,,,R,1103
071225004,Buyog,Bgy,,,R,344
071225005,Bunga Ilaya,Bgy,,,R,994
071225006,Bunga Mar,Bgy,,,R,1459
071225007,Cabunga-an,Bgy,,,R,1344
071225008,Calabacita,Bgy,,,R,1419
071225009,Cambugason,Bgy,,,R,1071
071225010,Can-ipol,Bgy,,,R,505
071225011,Canjulao,Bgy,,,U,2870
071225012,Cantagay,Bgy,,,R,915
071225013,Cantuyoc,Bgy,,,R,830
071225014,Can-uba,Bgy,,,R,378
071225015,Can-upao,Bgy,,,U,2067
071225016,Faraon,Bgy,,,R,581
071225017,Ipil,Bgy,,,R,321
071225018,Kinagbaan,Bgy,,,R,466
071225019,Laca,Bgy,,,R,257
071225020,Larapan,Bgy,,,R,778
071225021,Lonoy,Bgy,,,R,1286
071225022,Looc,Bgy,,,U,740
071225023,Malbog,Bgy,,,R,1078
071225024,Mayana,Bgy,,,R,2235
071225025,Naatang,Bgy,,,R,583
071225026,Nausok,Bgy,,,R,349
071225027,Odiong,Bgy,,,R,979
071225028,Pagina,Bgy,,,U,1297
071225029,Pangdan,Bgy,,,R,1177
071225030,Poblacion (Pondol),Bgy,,,R,885
071225031,Tejero,Bgy,,,R,1440
071225032,Tubod Mar,Bgy,,,R,538
071225033,Tubod Monte,Bgy,,,R,1553
071226000,GETAFE,Mun,,3rd,,30955
071226001,Alumar,Bgy,,,R,1164
071226002,Banacon,Bgy,,,R,1298
071226003,Buyog,Bgy,,,R,906
071226004,Cabasakan,Bgy,,,R,1179
071226006,Campao Occidental,Bgy,,,R,484
071226007,Campao Oriental,Bgy,,,R,1034
071226008,Cangmundo,Bgy,,,R,972
071226009,Carlos P. Garcia,Bgy,,,R,994
071226010,Corte Baud,Bgy,,,R,868
071226011,Handumon,Bgy,,,R,1172
071226012,Jagoliao,Bgy,,,R,1353
071226013,Jandayan Norte,Bgy,,,R,963
071226014,Jandayan Sur,Bgy,,,R,1538
071226015,Mahanay (Mahanay Island),Bgy,,,R,538
071226016,Nasingin,Bgy,,,R,2045
071226017,Pandanon,Bgy,,,R,2228
071226018,Poblacion,Bgy,,,R,2695
071226019,Saguise,Bgy,,,R,1652
071226020,Salog,Bgy,,,R,1195
071226021,San Jose,Bgy,,,R,1729
071226022,Santo Niño,Bgy,,,R,768
071226023,Taytay,Bgy,,,R,1536
071226024,Tugas,Bgy,,,R,886
071226025,Tulang,Bgy,,,R,1758
071227000,LILA,Mun,,5th,,12257
071227001,Banban,Bgy,,,R,967
071227002,Bonkokan Ilaya,Bgy,,,R,660
071227003,Bonkokan Ubos,Bgy,,,R,788
071227004,Calvario,Bgy,,,R,959
071227005,Candulang,Bgy,,,R,384
071227006,Catugasan,Bgy,,,R,408
071227007,Cayupo,Bgy,,,R,223
071227008,Cogon,Bgy,,,R,480
071227009,Jambawan,Bgy,,,R,605
071227010,La Fortuna,Bgy,,,R,700
071227011,Lomanoy,Bgy,,,R,591
071227012,Macalingan,Bgy,,,R,568
071227013,Malinao East,Bgy,,,R,842
071227014,Malinao West,Bgy,,,R,230
071227015,Nagsulay,Bgy,,,R,1070
071227016,Poblacion,Bgy,,,R,1195
071227017,Taug,Bgy,,,R,642
071227018,Tiguis,Bgy,,,R,945
071228000,LOAY,Mun,,5th,,16691
071228001,Agape,Bgy,,,R,641
071228002,Alegria Norte,Bgy,,,R,300
071228003,Alegria Sur,Bgy,,,R,997
071228004,Bonbon,Bgy,,,R,282
071228005,Botoc Occidental,Bgy,,,R,619
071228006,Botoc Oriental,Bgy,,,R,644
071228007,Calvario,Bgy,,,R,828
071228008,Concepcion,Bgy,,,R,691
071228010,Hinawanan,Bgy,,,R,414
071228011,Las Salinas Norte,Bgy,,,R,272
071228012,Las Salinas Sur,Bgy,,,R,774
071228013,Palo,Bgy,,,R,397
071228014,Poblacion Ibabao,Bgy,,,R,1231
071228015,Poblacion Ubos,Bgy,,,U,700
071228016,Sagnap,Bgy,,,R,506
071228017,Tambangan,Bgy,,,R,778
071228018,Tangcasan Norte,Bgy,,,R,729
071228019,Tangcasan Sur,Bgy,,,R,846
071228020,Tayong Occidental,Bgy,,,R,511
071228021,Tayong Oriental,Bgy,,,R,963
071228023,Tocdog Dacu,Bgy,,,R,677
071228024,Tocdog Ilaya,Bgy,,,R,415
071228025,Villalimpia,Bgy,,,U,1697
071228026,Yanangan,Bgy,,,R,779
071229000,LOBOC,Mun,,4th,,15993
071229001,Agape,Bgy,,,R,579
071229002,Alegria,Bgy,,,R,586
071229003,Bagumbayan,Bgy,,,R,610
071229004,Bahian,Bgy,,,R,503
071229005,Bonbon Lower,Bgy,,,R,235
071229006,Bonbon Upper,Bgy,,,R,631
071229007,Buenavista,Bgy,,,R,334
071229008,Bugho,Bgy,,,R,565
071229009,Cabadiangan,Bgy,,,R,260
071229010,Calunasan Norte,Bgy,,,R,674
071229011,Calunasan Sur,Bgy,,,R,392
071229012,Camayaan,Bgy,,,R,1011
