Code,Name,GeographicLevel,CityClass,IncomeClassification,UrbanRural,Population
071229013,Cambance,Bgy,,,R,307
071229014,Candabong,Bgy,,,R,728
071229015,Candasag,Bgy,,,R,211
071229016,Canlasid,Bgy,,,R,295
071229017,Gon-ob,Bgy,,,R,271
071229018,Gotozon,Bgy,,,R,870
071229019,Jimilian,Bgy,,,R,1170
071229020,Oy,Bgy,,,R,1302
071229021,Poblacion Sawang,Bgy,,,R,598
071229022,Poblacion Ondol,Bgy,,,R,796
071229023,Quinoguitan,Bgy,,,R,502
071229024,Taytay,Bgy,,,R,245
071229025,Tigbao,Bgy,,,R,826
071229026,Ugpong,Bgy,,,R,335
071229027,Valladolid,Bgy,,,R,445
071229028,Villaflor,Bgy,,,R,712
071230000,LOON,Mun,,2nd,,43034
071230001,Agsoso,Bgy,,,R,298
071230002,Badbad Occidental,Bgy,,,R,347
071230003,Badbad Oriental,Bgy,,,R,471
071230004,Bagacay Katipunan,Bgy,,,R,179
071230005,Bagacay Kawayan,Bgy,,,R,373
071230006,Bagacay Saong,Bgy,,,R,163
071230007,Bahi,Bgy,,,R,446
071230008,Basac,Bgy,,,R,1490
071230009,Basdacu,Bgy,,,R,912
071230010,Basdio,Bgy,,,R,541
071230011,Biasong,Bgy,,,R,323
071230012,Bongco,Bgy,,,R,415
071230013,Bugho,Bgy,,,R,243
071230014,Cabacongan,Bgy,,,R,977
071230015,Cabadug,Bgy,,,R,276
071230016,Cabug,Bgy,,,R,213
071230017,Calayugan Norte,Bgy,,,R,704
071230018,Calayugan Sur,Bgy,,,R,503
071230019,Canmaag,Bgy,,,R,405
071230020,Cambaquiz,Bgy,,,R,828
071230021,Campatud,Bgy,,,R,415
071230022,Candaigan,Bgy,,,R,425
071230023,Canhangdon Occidental,Bgy,,,R,836
071230024,Canhangdon Oriental,Bgy,,,R,550
071230025,Canigaan,Bgy,,,R,770
071230026,Canmanoc,Bgy,,,R,289
071230027,Cansuagwit,Bgy,,,R,356
071230028,Cansubayon,Bgy,,,R,474
071230029,Catagbacan Handig,Bgy,,,R,1063
071230030,Catagbacan Norte,Bgy,,,R,1267
071230031,Catagbacan Sur,Bgy,,,R,1070
071230032,Cantam-is Bago,Bgy,,,R,236
071230033,Cantaongon,Bgy,,,R,1010
071230034,Cantumocad,Bgy,,,R,848
071230035,Cantam-is Baslay,Bgy,,,R,371
071230036,Cogon Norte (Pob.),Bgy,,,R,2020
071230037,Cogon Sur,Bgy,,,R,430
071230038,Cuasi,Bgy,,,R,1150
071230039,Genomoan,Bgy,,,R,312
071230040,Lintuan,Bgy,,,R,941
071230041,Looc,Bgy,,,R,839
071230042,Mocpoc Norte,Bgy,,,R,743
071230043,Mocpoc Sur,Bgy,,,R,565
071230044,Nagtuang,Bgy,,,R,578
071230045,Napo (Pob.),Bgy,,,R,1394
071230046,Nueva Vida,Bgy,,,R,294
071230047,Panangquilon,Bgy,,,R,453
071230048,Pantudlan,Bgy,,,R,841
071230049,Pig-ot,Bgy,,,R,694
071230050,Moto Norte (Pob.),Bgy,,,U,1285
071230051,Moto Sur (Pob.),Bgy,,,R,1283
071230052,Pondol,Bgy,,,R,1593
071230053,Quinobcoban,Bgy,,,R,176
071230054,Sondol,Bgy,,,R,692
071230055,Song-on,Bgy,,,R,686
071230056,Talisay,Bgy,,,R,1178
071230057,Tan-awan,Bgy,,,R,119
071230058,Tangnan,Bgy,,,R,857
071230059,Taytay,Bgy,,,R,323
071230060,Ticugan,Bgy,,,R,381
071230061,Tiwi,Bgy,,,R,144
071230062,Tontonan,Bgy,,,R,696
071230063,Tubodacu,Bgy,,,R,415
071230064,Tubodio,Bgy,,,R,241
071230065,Tubuan,Bgy,,,R,317
071230066,Ubayon,Bgy,,,R,707
071230067,Ubojan,Bgy,,,R,600
071231000,MABINI,Mun,,4th,,27171
071231001,Abaca,Bgy,,,R,2413
071231002,Abad Santos,Bgy,,,R,567
071231003,Aguipo,Bgy,,,R,1231
071231004,Concepcion (Banlas),Bgy,,,R,1215
071231005,Baybayon,Bgy,,,R,1314
071231006,Bulawan,Bgy,,,R,533
071231007,Cabidian,Bgy,,,R,903
071231009,Cawayanan,Bgy,,,R,1568
071231010,Del Mar,Bgy,,,R,833
071231011,Lungsoda-an,Bgy,,,R,1081
071231012,Marcelo,Bgy,,,R,918
071231013,Minol,Bgy,,,R,1399
071231014,Paraiso,Bgy,,,R,821
071231015,Poblacion I,Bgy,,,R,1405
071231016,Poblacion II,Bgy,,,R,1675
071231017,San Isidro,Bgy,,,R,1638
071231018,San Jose,Bgy,,,R,1403
071231019,San Rafael,Bgy,,,R,683
071231020,San Roque (Cabulao),Bgy,,,R,2548
071231021,Tambo,Bgy,,,R,874
071231022,Tangkigan,Bgy,,,R,1350
071231023,Valaga,Bgy,,,R,799
071232000,MARIBOJOC,Mun,,4th,,20688
071232001,San Roque (Aghao),Bgy,,,R,1256
071232002,Agahay,Bgy,,,R,625
071232003,Aliguay,Bgy,,,R,971
071232004,Anislag,Bgy,,,R,988
071232005,Bayacabac,Bgy,,,R,1835
071232006,Bood,Bgy,,,R,426
071232007,Busao,Bgy,,,R,537
071232008,Cabawan,Bgy,,,R,1626
071232009,Candavid,Bgy,,,R,498
071232010,Dipatlong,Bgy,,,R,1495
071232011,Guiwanon,Bgy,,,R,532
071232012,Jandig,Bgy,,,R,1032
071232013,Lagtangon,Bgy,,,R,232
071232014,Lincod,Bgy,,,R,1726
071232015,Pagnitoan,Bgy,,,R,630
071232016,Poblacion,Bgy,,,R,2103
071232017,Punsod,Bgy,,,R,657
071232018,Punta Cruz,Bgy,,,R,737
071232019,San Isidro,Bgy,,,R,605
071232020,San Vicente,Bgy,,,R,1097
071232021,Tinibgan,Bgy,,,R,576
071232022,Toril,Bgy,,,R,504
071233000,PANGLAO,Mun,,4th,,33553
071233001,Bil-isan,Bgy,,,R,3649
071233002,Bolod,Bgy,,,U,1906
071233003,Danao,Bgy,,,U,4935
071233004,Doljo,Bgy,,,U,3417
071233005,Libaong,Bgy,,,R,2132
071233006,Looc,Bgy,,,R,2543
071233007,Lourdes,Bgy,,,R,1544
071233008,Poblacion,Bgy,,,U,5305
071233009,Tangnan,Bgy,,,R,3645
071233010,Tawala,Bgy,,,U,4477
071234000,PILAR,Mun,,4th,,27256
071234001,Aurora,Bgy,,,R,431
071234002,Bagacay,Bgy,,,R,862
071234003,Bagumbayan,Bgy,,,R,1908
071234004,Bayong,Bgy,,,R,1432
071234005,Buenasuerte,Bgy,,,R,1894
071234006,Cagawasan,Bgy,,,R,1079
071234007,Cansungay,Bgy,,,R,820
071234008,Catagda-an,Bgy,,,R,1492
071234009,Del Pilar,Bgy,,,R,898
071234010,Estaca,Bgy,,,R,2924
071234011,Ilaud,Bgy,,,R,764
071234012,Inaghuban,Bgy,,,R,1062
071234013,La Suerte,Bgy,,,R,726
071234014,Lumbay,Bgy,,,R,1212
071234015,Lundag,Bgy,,,R,789
071234016,Pamacsalan,Bgy,,,R,656
071234017,Poblacion,Bgy,,,R,2890
071234018,Rizal,Bgy,,,R,1425
071234019,San Carlos,Bgy,,,R,679
071234020,San Isidro,Bgy,,,R,2506
071234021,San Vicente,Bgy,,,R,807
071235000,PRES. CARLOS P. GARCIA (PITOGO),Mun,,4th,,23356
071235001,Aguining,Bgy,,,R,2175
071235003,Basiao,Bgy,,,R,898
071235004,Baud,Bgy,,,R,633
071235005,Bayog,Bgy,,,R,304
071235006,Bogo,Bgy,,,R,1128
071235007,Bonbonon,Bgy,,,R,1296
071235008,Canmangao,Bgy,,,R,939
071235009,Campamanog,Bgy,,,R,1607
071235010,Gaus,Bgy,,,R,1202
071235011,Kabangkalan,Bgy,,,R,456
071235012,Lapinig,Bgy,,,R,896
071235013,Lipata,Bgy,,,R,595
071235014,Poblacion,Bgy,,,R,2745
071235015,Popoo,Bgy,,,R,985
071235016,Saguise,Bgy,,,R,715
071235017,San Jose (Tawid),Bgy,,,R,1186
071235018,Santo Rosario,Bgy,,,R,322
071235019,Tilmobo,Bgy,,,R,202
071235020,Tugas,Bgy,,,R,723
071235021,Tugnao,Bgy,,,R,1311
071235022,Villa Milagrosa,Bgy,,,R,1422
071235023,Butan,Bgy,,,R,569
071235024,San Vicente,Bgy,,,R,1047
071236000,SAGBAYAN (BORJA),Mun,,4th,,22339
071236001,Calangahan,Bgy,,,R,957
071236002,Canmano,Bgy,,,R,947
071236003,Canmaya Centro,Bgy,,,R,1448
071236004,Canmaya Diot,Bgy,,,R,1221
071236005,Dagnawan,Bgy,,,R,842
071236006,Kabasacan,Bgy,,,R,539
071236007,Kagawasan,Bgy,,,R,376
071236008,Katipunan,Bgy,,,R,591
071236009,Langtad,Bgy,,,R,530
071236010,Libertad Norte,Bgy,,,R,353
071236011,Libertad Sur,Bgy,,,R,117
071236012,Mantalongon,Bgy,,,R,952
071236013,Poblacion,Bgy,,,U,4154
071236014,Sagbayan Sur,Bgy,,,R,1170
071236015,San Agustin,Bgy,,,R,1037
071236016,San Antonio,Bgy,,,R,966
071236017,San Isidro,Bgy,,,R,882
071236018,San Ramon,Bgy,,,R,563
071236019,San Roque,Bgy,,,R,434
071236020,San Vicente Norte,Bgy,,,R,789
071236021,San Vicente Sur,Bgy,,,R,302
071236022,Santa Catalina,Bgy,,,R,1136
071236023,Santa Cruz,Bgy,,,R,920
071236024,Ubojan,Bgy,,,R,1113
071237000,SAN ISIDRO,Mun,,5th*,,8744
071237002,Abehilan,Bgy,,,R,620
071237003,Baunos,Bgy,,,R,432
071237005,Cabanugan,Bgy,,,R,949
071237006,Caimbang,Bgy,,,R,638
071237007,Cambansag,Bgy,,,R,718
071237008,Candungao,Bgy,,,R,922
071237009,Cansague Norte,Bgy,,,R,404
071237010,Cansague Sur,Bgy,,,R,581
071237011,Causwagan Sur,Bgy,,,R,580
071237012,Masonoy,Bgy,,,R,473
071237013,Poblacion,Bgy,,,R,2135
071237014,Baryong Daan,Bgy,,,R,292
071238000,SAN MIGUEL,Mun,,4th,,24135
071238001,Bayongan,Bgy,,,R,2281
071238003,Bugang,Bgy,,,R,1287
071238004,Cabangahan,Bgy,,,R,671
071238005,Kagawasan,Bgy,,,R,1242
071238006,Camanaga,Bgy,,,R,1648
071238007,Cambangay Norte,Bgy,,,R,1635
071238008,Capayas,Bgy,,,R,1032
071238009,Corazon,Bgy,,,R,2037
071238010,Garcia,Bgy,,,R,619
071238011,Hagbuyo,Bgy,,,R,1254
071238012,Caluasan,Bgy,,,R,550
071238013,Mahayag,Bgy,,,R,2411
071238014,Poblacion,Bgy,,,R,2459
071238015,San Isidro,Bgy,,,R,1649
071238016,San Jose,Bgy,,,R,823
071238017,San Vicente,Bgy,,,R,750
071238018,Santo Niño,Bgy,,,R,721
071238019,Tomoc,Bgy,,,R,1066
071239000,SEVILLA,Mun,,5th,,10661
071239001,Bayawahan,Bgy,,,R,886
071239002,Cabancalan,Bgy,,,R,716
071239003,Calinga-an,Bgy,,,R,636
071239004,Calinginan Norte,Bgy,,,R,734
071239005,Calinginan Sur,Bgy,,,R,593
071239006,Cambagui,Bgy,,,R,1082
071239008,Ewon,Bgy,,,R,804
071239009,Guinob-an,Bgy,,,R,683
071239010,Lagtangan,Bgy,,,R,712
071239011,Licolico,Bgy,,,R,871
071239012,Lobgob,Bgy,,,R,797
071239013,Magsaysay,Bgy,,,R,1244
071239014,Poblacion,Bgy,,,R,903
071240000,SIERRA BULLONES,Mun,,3rd,,24745
071240001,Abachanan,Bgy,,,R,2018
071240002,Anibongan,Bgy,,,R,698
071240003,Bugsoc,Bgy,,,R,2542
071240004,Canlangit,Bgy,,,R,1423
071240005,Canta-ub,Bgy,,,R,373
071240006,Casilay,Bgy,,,R,385
071240007,Danicop,Bgy,,,R,946
071240008,Dusita,Bgy,,,R,621
071240009,Cahayag,Bgy,,,R,479
071240010,La Union,Bgy,,,R,644
071240011,Lataban,Bgy,,,R,597
071240012,Magsaysay,Bgy,,,R,591
071240013,Matin-ao,Bgy,,,R,1304
071240014,Man-od,Bgy,,,R,1134
071240015,Poblacion,Bgy,,,R,2782
071240016,Salvador,Bgy,,,R,1741
071240017,San Agustin,Bgy,,,R,1083
071240018,San Isidro,Bgy,,,R,1387
071240019,San Jose,Bgy,,,R,888
071240020,San Juan,Bgy,,,R,960
071240021,Santa Cruz,Bgy,,,R,924
071240022,Villa Garcia,Bgy,,,R,1225
071241000,SIKATUNA,Mun,,5th,,6726
071241001,Abucay Norte,Bgy,,,R,516
071241002,Abucay Sur,Bgy,,,R,666
071241003,Badiang,Bgy,,,R,599
071241004,Bahaybahay,Bgy,,,R,430
071241005,Cambuac Norte,Bgy,,,R,688
071241006,Cambuac Sur,Bgy,,,R,1174
071241007,Canagong,Bgy,,,R,635
071241008,Libjo,Bgy,,,R,480
071241009,Poblacion I,Bgy,,,R,1141
071241010,Poblacion II,Bgy,,,R,397
071242000,CITY OF TAGBILARAN (Capital),City,CC,3rd,,105051
071242001,Bool,Bgy,,,U,6132
071242002,Booy,Bgy,,,U,9838
071242003,Cabawan,Bgy,,,R,1734
071242004,Cogon,Bgy,,,U,17750
071242005,Dao,Bgy,,,U,8858
071242006,Dampas,Bgy,,,U,9838
071242008,Manga,Bgy,,,U,7224
071242009,Mansasa,Bgy,,,U,6069
071242010,Poblacion I,Bgy,,,U,3057
071242011,Poblacion II,Bgy,,,U,5431
071242012,Poblacion III,Bgy,,,U,5873
071242013,San Isidro,Bgy,,,U,5424
071242014,Taloto,Bgy,,,U,7367
071242015,Tiptip,Bgy,,,U,4882
071242016,Ubujan,Bgy,,,U,5574
071243000,TALIBON,Mun,,1st,,66969
071243001,Bagacay,Bgy,,,R,3561
071243002,Balintawak,Bgy,,,R,1586
071243006,Burgos,Bgy,,,R,1022
071243007,Busalian,Bgy,,,R,2135
071243008,Calituban,Bgy,,,R,4145
071243009,Cataban,Bgy,,,R,1348
071243010,Guindacpan,Bgy,,,R,2216
071243013,Magsaysay,Bgy,,,R,1446
071243014,Mahanay,Bgy,,,R,1806
071243017,Nocnocan,Bgy,,,R,1913
071243021,Poblacion,Bgy,,,U,4333
071243023,Rizal,Bgy,,,R,1452
071243024,Sag,Bgy,,,R,908
071243026,San Agustin,Bgy,,,R,4747
071243027,San Carlos,Bgy,,,R,1607
071243028,San Francisco,Bgy,,,U,6062
071243029,San Isidro,Bgy,,,R,4371
071243030,San Jose,Bgy,,,U,6151
071243031,San Pedro,Bgy,,,R,1670
071243032,San Roque,Bgy,,,R,2891
071243033,Santo Niño,Bgy,,,U,4060
071243034,Sikatuna,Bgy,,,R,1731
071243035,Suba,Bgy,,,R,1957
071243036,Tanghaligue,Bgy,,,R,2170
071243038,Zamora,Bgy,,,R,1681
071244000,TRINIDAD,Mun,,3rd,,31956
071244001,Banlasan,Bgy,,,R,1193
071244002,Bongbong,Bgy,,,R,1171
071244003,Catoogan,Bgy,,,R,967
071244004,Guinobatan,Bgy,,,R,2038
071244005,Hinlayagan Ilaud,Bgy,,,R,1134
071244006,Hinlayagan Ilaya,Bgy,,,R,2175
071244007,Kauswagan,Bgy,,,R,2401
071244008,Kinan-oan,Bgy,,,R,1462
071244009,La Union,Bgy,,,R,1995
071244010,La Victoria,Bgy,,,R,1611
071244012,Mabuhay Cabigohan,Bgy,,,R,1211
071244013,Mahagbu,Bgy,,,R,1161
071244014,Manuel M. Roxas,Bgy,,,R,1138
071244015,Poblacion,Bgy,,,U,3576
071244016,San Isidro,Bgy,,,R,501
071244017,San Vicente,Bgy,,,R,1958
071244018,Santo Tomas,Bgy,,,R,1100
071244019,Soom,Bgy,,,R,1991
071244020,Tagum Norte,Bgy,,,R,1614
071244021,Tagum Sur,Bgy,,,R,1559
071245000,TUBIGON,Mun,,1st,,45893
071245001,Bagongbanwa,Bgy,,,R,1043
071245002,Bunacan,Bgy,,,R,959
071245003,Banlasan,Bgy,,,R,891
071245004,Batasan (Batasan Island),Bgy,,,R,852
071245005,Bilangbilangan (Bilangbilangan Island),Bgy,,,R,444
071245006,Bosongon,Bgy,,,R,1295
071245007,Buenos Aires,Bgy,,,R,1101
071245008,Cabulihan,Bgy,,,U,2477
071245009,Cahayag,Bgy,,,R,1243
071245010,Cawayanan,Bgy,,,R,1507
071245011,Centro (Pob.),Bgy,,,U,2471
071245012,Genonocan,Bgy,,,R,688
071245013,Guiwanon,Bgy,,,R,1261
071245014,Ilihan Norte,Bgy,,,R,1384
071245015,Ilihan Sur,Bgy,,,R,657
071245016,Libertad,Bgy,,,R,1178
071245017,Macaas,Bgy,,,U,2391
071245018,Mocaboc Island,Bgy,,,R,624
071245019,Matabao,Bgy,,,R,1090
071245020,Panadtaran,Bgy,,,R,864
071245021,Panaytayon,Bgy,,,R,2230
071245022,Pandan,Bgy,,,R,1214
071245023,Pangapasan (Pangapasan Island),Bgy,,,R,514
071245024,Pinayagan Norte,Bgy,,,U,2212
071245025,Pinayagan Sur,Bgy,,,R,2180
071245026,Pooc Occidental (Pob.),Bgy,,,R,851
071245027,Pooc Oriental (Pob.),Bgy,,,U,2533
071245028,Potohan,Bgy,,,R,2137
071245029,Talenceras,Bgy,,,R,821
071245030,Tan-awan,Bgy,,,R,655
071245031,Tinangnan,Bgy,,,R,2909
071245032,Ubay Island,Bgy,,,R,196
071245033,Ubojan,Bgy,,,R,2441
071245034,Villanueva,Bgy,,,R,580
071246000,UBAY,Mun,,1st,,73712
071246001,Achila,Bgy,,,R,1429
071246002,Bay-ang,Bgy,,,R,1906
071246004,Biabas,Bgy,,,R,2599
071246005,Benliw,Bgy,,,R,2193
071246007,Bongbong,Bgy,,,R,895
071246008,Bood,Bgy,,,R,2833
071246009,Buenavista,Bgy,,,R,709
071246011,Cagting,Bgy,,,R,1712
071246012,Camali-an,Bgy,,,R,642
071246013,Camambugan,Bgy,,,R,2591
071246015,Casate,Bgy,,,R,2661
071246016,Katarungan,Bgy,,,R,1680
071246017,Cuya,Bgy,,,R,538
071246018,Fatima,Bgy,,,R,3340
071246019,Gabi,Bgy,,,R,1432
071246020,Governor Boyles,Bgy,,,R,885
071246021,Guintabo-an,Bgy,,,R,676
071246022,Hambabauran,Bgy,,,R,1205
071246023,Humayhumay,Bgy,,,R,1802
071246024,Ilihan,Bgy,,,R,768
071246025,Imelda,Bgy,,,R,1865
071246026,Juagdan,Bgy,,,R,1185
071246027,Calanggaman,Bgy,,,R,1689
071246030,Los Angeles,Bgy,,,R,601
071246031,Lomangog,Bgy,,,U,2650
071246032,Pag-asa,Bgy,,,R,1273
071246033,Pangpang,Bgy,,,R,1328
071246034,Poblacion,Bgy,,,U,3331
071246037,San Francisco,Bgy,,,R,1688
071246038,San Isidro,Bgy,,,R,771
071246040,San Pascual,Bgy,,,R,3783
071246041,San Vicente,Bgy,,,R,1056
071246043,Sentinila,Bgy,,,R,939
071246044,Sinandigan,Bgy,,,R,2242
071246045,Tapal,Bgy,,,R,1516
071246046,Tapon,Bgy,,,U,2828
071246047,Tintinan,Bgy,,,R,707
071246048,Tipolo,Bgy,,,R,2526
071246049,Tubog,Bgy,,,R,983
071246050,Tuboran,Bgy,,,R,1394
071246052,Union,Bgy,,,R,2392
071246054,Villa Teresita,Bgy,,,R,1482
071246055,Bulilis,Bgy,,,R,2046
071246056,California,Bgy,,,R,941
071247000,VALENCIA,Mun,,4th,,27126
071247001,Adlawan,Bgy,,,R,493
071247002,Anas,Bgy,,,R,1719
071247003,Anonang,Bgy,,,R,888
071247004,Anoyon,Bgy,,,R,596
071247005,Balingasao,Bgy,,,R,497
071247006,Botong,Bgy,,,R,583
071247007,Buyog,Bgy,,,R,420
071247008,Canduao Occidental,Bgy,,,R,797
071247009,Canduao Oriental,Bgy,,,R,660
071247010,Canlusong,Bgy,,,R,1067
071247011,Canmanico,Bgy,,,R,2133
071247012,Cansibao,Bgy,,,R,995
071247013,Catug-a,Bgy,,,R,414
071247014,Cutcutan,Bgy,,,R,904
071247015,Danao,Bgy,,,R,616
071247016,Genoveva,Bgy,,,R,541
071247017,Ginopolan (Ginopolan Proper),Bgy,,,R,772
071247018,La Victoria,Bgy,,,R,984
071247019,Lantang,Bgy,,,R,1014
071247020,Limocon,Bgy,,,R,311
071247021,Loctob,Bgy,,,R,692
071247022,Magsaysay,Bgy,,,R,617
071247023,Marawis,Bgy,,,R,563
071247024,Maubo,Bgy,,,R,517
071247025,Nailo,Bgy,,,R,462
071247026,Omjon,Bgy,,,R,1192
071247027,Pangi-an,Bgy,,,R,405
071247028,Poblacion Occidental,Bgy,,,R,1508
071247029,Poblacion Oriental,Bgy,,,R,917
071247030,Simang,Bgy,,,R,480
071247031,Taug,Bgy,,,R,439
071247032,Tausion,Bgy,,,R,589
071247033,Taytay,Bgy,,,R,651
071247034,Ticum,Bgy,,,R,818
071247035,Banderahan (Upper Ginopolan),Bgy,,,R,872
071248000,BIEN UNIDO,Mun,,4th,,27115
071248001,Bilangbilangan Dako,Bgy,,,R,1960
071248002,Bilangbilangan Diot,Bgy,,,R,818
071248003,Hingotanan East,Bgy,,,R,2143
071248004,Hingotanan West,Bgy,,,R,1986
071248005,Liberty,Bgy,,,R,998
071248006,Malingin,Bgy,,,R,1691
071248007,Mandawa,Bgy,,,R,2385
071248008,Maomawan,Bgy,,,R,1671
071248009,Nueva Esperanza,Bgy,,,R,2527
071248010,Nueva Estrella,Bgy,,,R,1638
071248011,Pinamgo,Bgy,,,R,2344
071248012,Poblacion (Bien Unido),Bgy,,,R,3273
071248013,Puerto San Pedro,Bgy,,,U,1144
071248014,Sagasa,Bgy,,,R,1483
071248015,Tuboran,Bgy,,,R,1054
072200000,CEBU,Prov,,1st,,2938982
072201000,ALCANTARA,Mun,,5th,,15160
072201001,Cabadiangan,Bgy,,,R,968
072201002,Cabil-isan,Bgy,,,R,854
072201003,Candabong,Bgy,,,R,2421
072201004,Lawaan,Bgy,,,R,1706
072201005,Manga,Bgy,,,R,1995
072201006,Palanas,Bgy,,,R,2651
072201007,Poblacion,Bgy,,,R,2440
072201008,Polo,Bgy,,,R,1508
072201009,Salagmaya,Bgy,,,R,617
072202000,ALCOY,Mun,,5th,,16979
072202001,Atabay,Bgy,,,R,1754
072202002,Daan-Lungsod,Bgy,,,R,1863
072202003,Guiwang,Bgy,,,R,1564
072202004,Nug-as,Bgy,,,R,3289
072202005,Pasol,Bgy,,,R,1789
072202006,Poblacion,Bgy,,,R,3610
072202007,Pugalo,Bgy,,,R,2606
072202008,San Agustin,Bgy,,,R,504
072203000,ALEGRIA,Mun,,4th,,23300
072203001,Compostela,Bgy,,,R,1510
072203002,Guadalupe,Bgy,,,R,2606
072203003,Legaspi,Bgy,,,R,1694
072203004,Lepanto,Bgy,,,R,2102
072203005,Madridejos,Bgy,,,U,5141
072203006,Montpeller,Bgy,,,R,1408
072203007,Poblacion,Bgy,,,U,2450
072203008,Santa Filomena,Bgy,,,R,3194
072203009,Valencia,Bgy,,,R,3195
072204000,ALOGUINSAN,Mun,,4th,,32100
072204001,Angilan,Bgy,,,R,2634
072204002,Bojo,Bgy,,,R,1869
072204003,Bonbon,Bgy,,,U,7807
072204004,Esperanza,Bgy,,,R,1866
072204005,Kandingan,Bgy,,,R,937
072204006,Kantabogon,Bgy,,,R,1697
072204007,Kawasan,Bgy,,,R,2239
072204008,Olango,Bgy,,,R,1151
072204009,Poblacion,Bgy,,,R,3392
072204010,Punay,Bgy,,,R,1544
072204011,Rosario,Bgy,,,R,1868
072204012,Saksak,Bgy,,,R,1157
072204013,Tampa-an,Bgy,,,R,2021
072204014,Toyokon,Bgy,,,R,693
072204015,Zaragosa,Bgy,,,R,1225
072205000,ARGAO,Mun,,1st,,72366
072205001,Alambijud,Bgy,,,R,1542
072205002,Anajao,Bgy,,,R,742
072205003,Apo,Bgy,,,R,692
072205004,Balaas,Bgy,,,R,789
072205005,Balisong,Bgy,,,R,2105
072205006,Binlod,Bgy,,,R,3386
072205007,Bogo,Bgy,,,R,3557
072205008,Butong,Bgy,,,R,966
072205009,Bug-ot,Bgy,,,R,884
072205010,Bulasa,Bgy,,,R,3648
072205012,Calagasan,Bgy,,,R,1062
072205013,Canbantug,Bgy,,,R,844
072205014,Canbanua,Bgy,,,R,2507
072205015,Cansuje,Bgy,,,R,2327
072205016,Capio-an,Bgy,,,R,1098
072205017,Casay,Bgy,,,R,883
072205018,Catang,Bgy,,,R,614
072205019,Colawin,Bgy,,,R,961
072205020,Conalum,Bgy,,,R,585
072205021,Guiwanon,Bgy,,,R,1856
072205022,Gutlang,Bgy,,,R,856
072205023,Jampang,Bgy,,,R,2499
072205024,Jomgao,Bgy,,,R,1111
072205025,Lamacan,Bgy,,,R,2654
072205026,Langtad,Bgy,,,R,3145
072205027,Langub,Bgy,,,R,745
072205028,Lapay,Bgy,,,R,683
072205029,Lengigon,Bgy,,,U,1080
072205030,Linut-od,Bgy,,,R,1026
072205031,Mabasa,Bgy,,,R,1267
072205032,Mandilikit,Bgy,,,R,664
072205033,Mompeller,Bgy,,,R,857
072205034,Panadtaran,Bgy,,,R,586
072205035,Poblacion,Bgy,,,U,5454
072205036,Sua,Bgy,,,R,899
072205037,Sumaguan,Bgy,,,R,964
072205038,Tabayag,Bgy,,,R,894
072205039,Talaga,Bgy,,,R,3510
072205040,Talaytay,Bgy,,,R,1686
072205041,Talo-ot,Bgy,,,R,3990
072205042,Tiguib,Bgy,,,R,866
072205043,Tulang,Bgy,,,R,856
072205044,Tulic,Bgy,,,R,2805
072205045,Ubaub,Bgy,,,R,1083
072205046,Usmad,Bgy,,,R,1138
072206000,ASTURIAS,Mun,,3rd,,47857
072206001,Agbanga,Bgy,,,R,838
072206002,Agtugop,Bgy,,,R,984
072206003,Bago,Bgy,,,R,1940
072206004,Bairan,Bgy,,,R,876
072206005,Banban,Bgy,,,R,805
072206006,Baye,Bgy,,,R,621
072206007,Bog-o,Bgy,,,R,390
072206009,Kaluangan,Bgy,,,R,650
072206010,Lanao,Bgy,,,R,660
072206011,Langub,Bgy,,,R,3663
072206012,Looc Norte,Bgy,,,R,2436
072206013,Lunas,Bgy,,,R,2401
072206014,Magcalape,Bgy,,,R,420
072206015,Manguiao,Bgy,,,R,1760
072206016,New Bago,Bgy,,,R,1741
072206017,Owak,Bgy,,,R,3855
072206018,Poblacion,Bgy,,,U,5472
072206019,Saksak,Bgy,,,R,306
072206020,San Isidro,Bgy,,,R,2899
072206021,San Roque,Bgy,,,R,2690
072206022,Santa Lucia,Bgy,,,R,3984
072206023,Santa Rita,Bgy,,,R,1076
072206024,Tag-amakan,Bgy,,,R,891
072206025,Tagbubonga,Bgy,,,R,461
072206026,Tubigagmanok,Bgy,,,R,4496
072206027,Tubod,Bgy,,,R,892
072206028,Ubogon,Bgy,,,R,650
072207000,BADIAN,Mun,,3rd,,37912
072207001,Alawijao,Bgy,,,R,1078
072207002,Balhaan,Bgy,,,R,402
072207003,Banhigan,Bgy,,,R,2596
072207004,Basak,Bgy,,,R,1487
072207005,Basiao,Bgy,,,R,983
072207006,Bato,Bgy,,,R,1166
072207007,Bugas,Bgy,,,R,2666
072207008,Calangcang,Bgy,,,R,521
072207009,Candiis,Bgy,,,R,1086
072207011,Dagatan,Bgy,,,R,1351
072207012,Dobdob,Bgy,,,R,1026
072207013,Ginablan,Bgy,,,R,608
072207014,Lambug,Bgy,,,R,1469
072207015,Malabago,Bgy,,,R,954
072207016,Malhiao,Bgy,,,R,2966
072207017,Manduyong,Bgy,,,R,1668
072207018,Matutinao,Bgy,,,R,904
072207019,Patong,Bgy,,,R,820
072207020,Poblacion,Bgy,,,R,4092
072207021,Sanlagan,Bgy,,,R,782
072207022,Santicon,Bgy,,,R,530
072207023,Sohoton,Bgy,,,R,1125
072207024,Sulsugan,Bgy,,,R,417
072207025,Talayong,Bgy,,,R,909
