pop,equar,first_date,equar_date,lambdaValues,tau,beta,c,omega,theta,r,deltaA,epsT,deltaS,E0,IA0,IS0,startProjection_date,FittedTo,Convergence,fitness,distance,Geographical.Level,Geographical.Place,C0,mu,popMultiplier,area
69322,7;37;68;98;129;160;190;221;251;282;313;341;372,2020-03-25,2020-03-31;2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.95;0.95;0.232067111970541;0.456228111171349;0.217434005387585;0.317857492137266;0.707462844279113;0.321167770769139;0.309243642377847;0.724629928721744;0.622316700086999;0.246127077712246;0.246127077712246,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1,1,2021-02-01,Active,0,0.91118539,3.949942298,province,Camiguin,1,4.05E-05,0.75,101800000
545263,6;36;67;97;128;159;189;220;250;281;312;340;371,2020-03-26,2020-03-31;2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.94600462970403;0.510545832556748;0.319797795366013;0.400010321292652;0.41940430292642;0.267324811423412;0.854876479416895;0.35902159458958;0.370222660393392;0.609224360142548;0.804743853022202;0.245983731134022;0.245983731134022,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1,1,2021-02-01,Active,0,0.877937413,29.35560056,province,Lanao del norte,-3,4.05E-05,0.75,103500000
470374,24;54;85;115;146;177;207;238;268;299;330;358;389,2020-03-08,2020-03-31;2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.95;0.494885844716718;0.652685769565428;0;0.125616713505346;0.443519892853055;0.473105426256172;0.332879098713883;0.372090421602456;0.537822354190571;0.855527687698186;0.232469137908379;0.232469137908379,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1,1,2021-02-01,Active,52,0.986720538,29.05954375,province,Misamis occidental,1,4.05E-05,0.75,104200000
720710,31;61;92;122;153;184;214;245;275;306;337;365;396,2020-03-01,2020-03-31;2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.949892877731036;0.513762105144891;0.604346214042018;0;0;0.7065871773245;0;0.468561917745053;0.396694783561601;0.577677467438295;0.693611687866453;0.471943339364018;0.471943339364018,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1,1,2021-02-01,Active,52,0.979786182,35.07385043,province,Misamis oriental,1,4.05E-05,0.75,104300000
792344,31;61;92;122;153;184;214;245;275;306;337;365;396,2020-03-01,2020-03-31;2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.95;0.416918830131967;0.298148123556919;0.0752074413199586;0.37321191272396;0.856323056080871;0;0.00404464220149444;0.518110790652214;0.438603499286063;0.789420693578519;0.394712089715593;0.394712089715593,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1,1,2021-02-01,Active,52,0.996772438,34.24065815,province,Davao del norte,11,4.05E-05,0.75,112300000
782088,31;61;92;122;153;184;214;245;275;306;337;365;396,2020-03-01,2020-03-31;2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.938871006823843;0.345469610557699;0.38234598386806;0.148592941048555;0.45414486295699;0.909406337200995;0;0;0.463904508763827;0.524721005594962;0.812739229564708;0.37613538732099;0.37613538732099,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1,1,2021-02-01,Active,0,0.908581547,65.41719675,province,Davao del sur,11,4.05E-05,0.75,112400000
450404,31;61;92;122;153;184;214;245;275;306;337;365;396,2020-03-01,2020-03-31;2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.388078304059598;0.613668029238748;0.731153058979861;0;0.516309887712836;0.939074675488628;0;0.187477823632638;0.453570938404094;0.281225402137373;0.728408804587168;0.95;0.95,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1,1,2021-02-01,Active,0,0.996967937,14.2357614,province,Davao oriental,16,4.05E-05,0.75,112500000
580578,31;61;92;122;153;184;214;245;275;306;337;365;396,2020-03-01,2020-03-31;2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.95;0.423348445274959;0.108583638613815;0.436028398858261;0.540927195052241;0.555568505956876;0.524956003504855;0.0735753762075997;0.534286193103076;0.385265329624923;0.712809684299344;0.480083890561286;0.480083890561286,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,6.394936144,3.640259906,2021-02-01,Active,0,0.995454558,13.31442592,province,Compostela valley,25,4.05E-05,0.75,118200000
1145363,31;61;92;122;153;184;214;245;275;306;337;365;396,2020-03-01,2020-03-31;2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.95;2.06143964361477e-05;0.546890917049622;0.32840865886852;0.324241031234842;0.914093912139848;0;0.278274824076359;0.387932192531929;0.385492897762269;0.757879369949331;0.473913948510878;0.473913948510878,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1,1,2021-02-01,Active,52,0.989270017,19.87362392,province,Cotabato (north cotabato),2,4.05E-05,0.75,124700000
747634,31;61;92;122;153;184;214;245;275;306;337;365;396,2020-03-01,2020-03-31;2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.949997981250414;0.539729080644387;0.237642883732195;0;0.375084417617316;0.874819924922177;0;0.0558384737404385;0.739218238872062;0.31973812145244;0.697577368649553;0.475585768594869;0.475585768594869,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1,1,2021-02-01,Active,0,0.870035117,75.04935663,province,South cotabato,3,4.05E-05,0.75,126300000
641422,19;49;80;110;141;172;202;233;263;294;325;353;384,2020-03-13,2020-03-31;2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.9223112554573;0.80085090797843;0.117916961659336;0.141560370120663;0.537660693091952;0.408005132571344;0.520050238335952;0.359919635892466;0.284307655164696;0.447373201193127;0.861439755095644;0.303055529689032;0.303055529689032,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1,1,2021-02-01,Active,0,0.99760646,5.164027155,province,Sultan kudarat,1,4.05E-05,0.75,126500000
465264,7;37;68;98;129;160;190;221;251;282;313;341;372,2020-03-25,2020-03-31;2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.949991391818693;0.772011835990204;0.393235819707886;0.108241815991823;0.355198616171709;0.910981930399998;0.0272784812249201;0;0.439665146121992;0.67087306862999;0.743014195985305;0.109044734033427;0.109044734033427,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1.419403399,1.289391639,2021-02-01,Active,52,0.975930705,26.09328945,province,Ilocos norte,1,4.05E-05,0.75,12800000
437844,31;61;92;122;153;184;214;245;275;306;337;365;396,2020-03-01,2020-03-31;2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.863189218387644;0.307045761140704;0.4496395352005;0.277116186639849;0.568617340698533;0.786374747585196;0;0.176409635548931;0.739805426384376;0.35445949541549;0.810660278883977;0.214431298384935;0.214431298384935,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1,1,2021-02-01,Active,0,0.903956015,22.50763747,province,Sarangani,2,4.05E-05,0.75,128000000
531653,31;61;92;122;153;184;214;245;275;306;337;365;396,2020-03-01,2020-03-31;2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.94994927021946;0.490147779422484;0.424938555704896;0;0.275793578764525;0.882429782896129;0.289408757944441;0.190794193989909;0.391701850050702;0.463238580762424;0.754530258166636;0.230917150292542;0.230917150292542,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1,1,2021-02-01,Active,52,0.993133872,6.748169582,province,Ilocos sur,1,4.05E-05,0.75,12900000
0,23;54;84;115;145;176;207;235;266,2020-07-09,2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.785799885087181;0.11610167688923;0.884622818022035;0.315525400673505;0.361750256991945;0.20547128492035;0.165585998957977;0.228644030576106;0.228644030576106,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,8.160427207,1,2021-02-01,Active,0,0.88156457,1.050697816,province,Cotabato city (not a province),5,4.05E-05,0.75,129800000
621136,31;61;92;122;153;184;214;245;275;306;337;365;396,2020-03-01,2020-03-31;2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.669142323130422;0.803082209613983;0.394797160107549;0;0.141877015827258;0.812566213485716;0.289013544254423;0.286926287369438;0.458582589889841;0.505048245408364;0.656131540387745;0.378956893475839;0.378956893475839,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1,1,2021-02-01,Active,0,0.983071917,25.8272263,province,La union,5,4.05E-05,0.75,13300000
1431265,31;61;92;122;153;184;214;245;275;306;337;365;396,2020-03-01,2020-03-31;2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.854018375761445;0.495647692216314;0.673013611791218;0.547610289752845;0.516079075886328;0.743312265734042;0.686458289281574;0.589465315342181;0.589647654958965;0.640986050308596;0.696111930383519;0.247915171556216;0.247915171556216,5,0.434343268,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,211.4715844,139.4667012,108.3221741,2021-02-01,Active,0,0.995050024,146.5070833,province,"Ncr, city of manila, first district (not a province)",120,4.05E-05,0.75,133900000
3739160,31;61;92;122;153;184;214;245;275;306;337;365;396,2020-03-01,2020-03-31;2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.848533551667427;0.586635226965509;0.805458493427815;0.404909940291779;0.475635612863536;0.688115323980189;0.773575075668965;0.514508228808191;0.568487011214531;0.691678605615536;0.711442937131604;0.233228779888627;0.233228779888627,5,0.434343268,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,621.7295984,723.5734997,830.4672941,2021-02-01,Active,0,0.987635886,672.9038845,province,"Ncr, second district (not a province)",289,4.05E-05,0.75,137400000
2266830,31;61;92;122;153;184;214;245;275;306;337;365;396,2020-03-01,2020-03-31;2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.95;0.249083288338495;0.700827422712202;0.412908531669763;0.532086770670431;0.768651355530924;0.702286565397744;0.633148390026799;0.553851657009496;0.624170775784241;0.689487485575291;0.288765398722754;0.288765398722754,5,0.434343268,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,176.5530951,117.7185904,1,2021-02-01,Active,52,0.99549587,202.8480107,province,"Ncr, third district (not a province)",22,4.05E-05,0.75,137500000
2916244,31;61;92;122;153;184;214;245;275;306;337;365;396,2020-03-01,2020-03-31;2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.692928414637652;0.576156870457286;0.73044358369492;0.479990272217106;0.459915223223027;0.670919890621826;0.861016137818423;0.39709304709128;0.613566834703983;0.67496563264219;0.655798461280135;0.265410293632767;0.265410293632767,5,0.434343268,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,2.868519673,161.9083737,190.1005169,2021-02-01,Active,0,0.989034699,658.5120088,province,"Ncr, fourth district (not a province)",102,4.05E-05,0.75,137600000
185554,30;61;91;122;153;183;214;244;275;306;334;365,2020-04-01,2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.95;0.22654278197255;0.28039012378018;0.137148966459787;0.871509431583534;0.145183922682214;0.603833602673142;0.119779046686158;0.545940000476057;0.885926061558084;0.0971685574356254;0.0971685574356254,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1,1,2021-02-01,Active,52,0.977782771,4.512296019,province,Abra,0,4.05E-05,0.75,140100000
358750,31;61;92;122;153;184;214;245;275;306;337;365;396,2020-03-01,2020-03-31;2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.243080630448604;0.489626632358844;0.95;2.2851567181274e-05;0.359313235363791;0.841622527199218;0;0;0.473465894852542;0.598804810611247;0.708086894348227;0.280892724103457;0.280892724103457,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1,1,2021-02-01,Active,0,0.92972969,194.8678692,province,Benguet,5,4.05E-05,0.75,141100000
158002,17;48;78;109;140;170;201;231;262;293;321;352,2020-04-14,2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.95;0.725396457419709;0;0.589276691102307;0.95;0;0;0.0650315320570391;0.29183037262274;0.874452371905795;0.40679760654192;0.40679760654192,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1,1,2021-02-01,Active,0,0.975497702,17.46496827,province,Ifugao,0,4.05E-05,0.75,142700000
165170,9;39;70;100;131;162;192;223;253;284;315;343;374,2020-03-23,2020-03-31;2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.754148634563271;0.949999178173536;0.288648708012214;0.291297384627776;0.0638438767922953;0.43064511749768;0.780193496795207;0;0.256156130998733;0.37829775152895;0.615562946138291;0.685793126985366;0.685793126985366,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1.825292597,1.668409812,1.736615613,2021-02-01,Active,0,0.997171371,28.80220901,province,Kalinga,1,4.05E-05,0.75,143200000
117743,31;61;92;122;153;184;214;245;275;306;337;365;396,2020-03-01,2020-03-31;2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.942335541701811;0.95;0.378442586136774;0;0.372976092922521;0.921212668745835;0.0866259840966676;0.0561714262338759;0;0;0.554913641098967;0.555935813488111;0.555935813488111,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1,1,2021-02-01,Active,0,0.879786625,153.108638,province,Mountain province,1,4.05E-05,0.75,144400000
290024,13;43;74;105;135;166;196;227;258;286;317,2020-05-19,2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.52535596135713;0;0.95;0.683668998017733;0;0.193216591443558;0.926369196309623;0.184014759591652;0.823951937359627;0;0,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,3.522827233,1,1,2021-02-01,Active,0,0.733448424,14.15704671,province,Basilan,0,4.05E-05,0.75,150700000
859714,31;61;92;122;153;184;214;245;275;306;337;365;396,2020-03-01,2020-03-31;2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.284322037499555;0.512851510457746;0.53613441347392;0.44871048476066;0.49045607776927;0.866698690409847;0;0.456375788902553;0.594115800020144;0.40717206138862;0.815016520491939;0.414125672945197;0.414125672945197,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1,1,2021-02-01,Active,0,0.42238352,77.23035911,province,Lanao del sur,28,4.05E-05,0.75,153600000
992287,6;36;67;97;128;159;189;220;250;281;312;340;371,2020-03-26,2020-03-31;2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.949999989739181;0.760582724023224;0.169911591127691;0;0.648451385642768;0.798240197914551;0;0.134941859255253;0.843195721308809;0.191245289070674;0.899494248377259;0.121439999912352;0.121439999912352,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1,1,2021-02-01,Active,0,0.782563927,62.82254189,province,Maguindanao,1,4.05E-05,0.75,153800000
2199777,31;61;92;122;153;184;214;245;275;306;337;365;396,2020-03-01,2020-03-31;2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.31170653390891;0.609365569286846;0.480132836980143;0.540261095109542;0.0883904617517889;0.702216197837419;0.148396253357851;0.574842846843176;0.304458960268382;0.446299578995286;0.753606756151244;0.469029791495048;0.469029791495048,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1,1,2021-02-01,Active,0,0.993071003,56.76365288,province,Pangasinan,1,4.05E-05,0.75,15500000
685197,31;61;92;122;153;184;214;245;275;306;337;365;396,2020-03-01,2020-03-31;2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.914290004152493;0.706854670390856;0.113869251663917;0;0.716786132846535;0.607592597118152;0;0.308160016398428;0.913013872939273;0.265539147259077;0.663810804963009;0.335398931702333;0.335398931702333,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1,1,2021-02-01,Active,52,0.93336416,13.5236359,province,Sulu,1,4.05E-05,0.75,156600000
310271,10;41;72;102;133;163;194;225;253;284,2020-06-21,2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.823295377966309;0.354588474888821;0.95;0;0.00846862279326499;0.690203317375805;0.493285924089393;0.658330297102504;0.1649705162402;0.1649705162402,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1,1,2021-02-01,Active,0,-0.345834185,30.97690509,province,Tawi-tawi,1,4.05E-05,0.75,157000000
284024,12;42;73;104;134;165;195;226;257;285;316,2020-05-20,2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.5592671831208;0.344129796472343;0.717023222807251;0;0.294830727991932;0.688418899457952;0.303723702721355;0.335182003299027;0.627424343707148;0.799387819321182;0.799387819321182,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1,1,2021-02-01,Active,52,0.997320246,7.425446327,province,Agusan del norte,1,4.05E-05,0.75,160200000
551243,31;61;92;122;153;184;214;245;275;306;337;365;396,2020-03-01,2020-03-31;2020-04-30;2020-05-31;2020-06-30;2020-07-31;2020-08-31;2020-09-30;2020-10-31;2020-11-30;2020-12-31;2021-01-31;2021-02-28;2021-04-30,0.742543102737842;0.805875153630492;0.95;0.95;0.949698351572144;0.949942063874567;0;0;0;0;0;0;0,5,0.325757451,0.18,0.33,0.071428571,0.058331081,0.111821654,0.00172278,0.111821653788081;0.137878787878788;0.124234785740007;0.135840845508237;0.140169478348752;0.135705981139388;0.163402994898799;0.175629119233074;0.151185518823829;0.138760016870519;0.133514664143803;0.202776880852438,1,1,1,2021-02-01,Active,0,-0.37750729,284.1631737,province,Agusan del sur,2,4.05E-05,0.75,160300000
